"fecha_inicio_sintomas","Departamento","frecuencia","media_movil_7d"
2020-08-24,"Valle del Cauca",501,203.142857142857
2020-08-24,"Vaupés",23,197
2020-08-24,"Vichada",11,179.571428571429
2020-08-25,"Amazonas",6,177.571428571429
2020-08-25,"Antioquia",1199,282
2020-08-25,"Arauca",15,273.571428571429
2020-08-25,"Atlántico",114,267
2020-08-25,"Bogotá, D.C.",1694,437.428571428571
2020-08-25,"Bolívar",153,456
2020-08-25,"Boyacá",91,467.428571428571
2020-08-25,"Caldas",87,479
2020-08-25,"Caquetá",122,325.142857142857
2020-08-25,"Casanare",28,327
2020-08-25,"Cauca",141,330.857142857143
2020-08-25,"Cesar",418,148.571428571429
2020-08-25,"Chocó",9,128
2020-08-25,"Cundinamarca",350,165
2020-08-25,"Córdoba",144,173.142857142857
2020-08-25,"Guainía",15,157.857142857143
2020-08-25,"Guaviare",30,158.142857142857
2020-08-25,"Huila",161,161
2020-08-25,"La Guajira",147,122.285714285714
2020-08-25,"Magdalena",107,136.285714285714
2020-08-25,"Meta",274,125.428571428571
2020-08-25,"Nariño",145,125.571428571429
2020-08-25,"Norte de Santander",165,147
2020-08-25,"Putumayo",35,147.714285714286
2020-08-25,"Quindio",58,133
2020-08-25,"Risaralda",135,131.285714285714
2020-08-25,"San Andrés",20,118.857142857143
2020-08-25,"Santander",481,148.428571428571
2020-08-25,"Sucre",105,142.714285714286
2020-08-25,"Tolima",167,143
2020-08-25,"Valle del Cauca",499,209.285714285714
2020-08-25,"Vaupés",19,203.714285714286
2020-08-25,"Vichada",3,184.857142857143
2020-08-26,"Amazonas",4,182.571428571429
2020-08-26,"Antioquia",1333,304.285714285714
2020-08-26,"Arauca",57,297.428571428571
2020-08-26,"Atlántico",136,293
2020-08-26,"Bogotá, D.C.",1564,445.142857142857
2020-08-26,"Bolívar",462,508.428571428571
2020-08-26,"Boyacá",86,520.285714285714
2020-08-26,"Caldas",99,533.857142857143
2020-08-26,"Caquetá",30,347.714285714286
2020-08-26,"Casanare",37,344.857142857143
2020-08-26,"Cauca",153,347.285714285714
2020-08-26,"Cesar",377,177.714285714286
2020-08-26,"Chocó",8,112.857142857143
2020-08-26,"Cundinamarca",360,152
2020-08-26,"Córdoba",154,159.857142857143
2020-08-26,"Guainía",12,157.285714285714
2020-08-26,"Guaviare",35,157
2020-08-26,"Huila",206,164.571428571429
2020-08-26,"La Guajira",126,128.714285714286
2020-08-26,"Magdalena",163,150.857142857143
2020-08-26,"Meta",299,142.142857142857
2020-08-26,"Nariño",135,139.428571428571
2020-08-26,"Norte de Santander",120,154.857142857143
2020-08-26,"Putumayo",25,153.428571428571
2020-08-26,"Quindio",72,134.285714285714
2020-08-26,"Risaralda",181,142.142857142857
2020-08-26,"San Andrés",17,121.285714285714
2020-08-26,"Santander",439,141.285714285714
2020-08-26,"Sucre",69,131.857142857143
2020-08-26,"Tolima",208,144.428571428571
2020-08-26,"Valle del Cauca",435,203
2020-08-26,"Vaupés",12,194.428571428571
2020-08-26,"Vichada",7,169.571428571429
2020-08-27,"Amazonas",2,167.428571428571
2020-08-27,"Antioquia",1332,295
2020-08-27,"Arauca",24,288.571428571429
2020-08-27,"Atlántico",122,276.285714285714
2020-08-27,"Bogotá, D.C.",1403,414.571428571429
2020-08-27,"Bolívar",183,439
2020-08-27,"Boyacá",86,450.285714285714
2020-08-27,"Caldas",78,461.142857142857
2020-08-27,"Caquetá",132,289.714285714286
2020-08-27,"Casanare",32,290.857142857143
2020-08-27,"Cauca",116,290
2020-08-27,"Cesar",325,136
2020-08-27,"Chocó",8,111
2020-08-27,"Cundinamarca",412,157.571428571429
2020-08-27,"Córdoba",187,173.142857142857
2020-08-27,"Guainía",47,161
2020-08-27,"Guaviare",20,159.285714285714
2020-08-27,"Huila",226,175
2020-08-27,"La Guajira",115,145
2020-08-27,"Magdalena",102,158.428571428571
2020-08-27,"Meta",279,139.428571428571
2020-08-27,"Nariño",119,129.714285714286
2020-08-27,"Norte de Santander",133,142
2020-08-27,"Putumayo",26,142.857142857143
2020-08-27,"Quindio",78,121.714285714286
2020-08-27,"Risaralda",146,126.142857142857
2020-08-27,"San Andrés",25,115.142857142857
2020-08-27,"Santander",422,135.571428571429
2020-08-27,"Sucre",192,146
2020-08-27,"Tolima",187,153.714285714286
2020-08-27,"Valle del Cauca",505,222.142857142857
2020-08-27,"Vaupés",76,221.857142857143
2020-08-27,"Vichada",38,206.428571428571
2020-08-28,"Amazonas",7,203.857142857143
2020-08-28,"Antioquia",1147,307.428571428571
2020-08-28,"Arauca",39,285.571428571429
2020-08-28,"Atlántico",91,271.857142857143
2020-08-28,"Bogotá, D.C.",1578,425.142857142857
2020-08-28,"Bolívar",104,429.142857142857
2020-08-28,"Boyacá",150,445.142857142857
2020-08-28,"Caldas",99,458.285714285714
2020-08-28,"Caquetá",61,303.142857142857
2020-08-28,"Casanare",21,300.571428571429
2020-08-28,"Cauca",81,299.142857142857
2020-08-28,"Cesar",293,115.571428571429
2020-08-28,"Chocó",16,103
2020-08-28,"Cundinamarca",344,130.714285714286
2020-08-28,"Córdoba",123,134.142857142857
2020-08-28,"Guainía",35,130.428571428571
2020-08-28,"Guaviare",12,129.142857142857
2020-08-28,"Huila",203,146.571428571429
2020-08-28,"La Guajira",105,119.714285714286
2020-08-28,"Magdalena",170,141.714285714286
2020-08-28,"Meta",312,137.142857142857
2020-08-28,"Nariño",122,137
2020-08-28,"Norte de Santander",102,146.571428571429
2020-08-28,"Putumayo",22,148
2020-08-28,"Quindio",82,130.714285714286
2020-08-28,"Risaralda",211,145.857142857143
2020-08-28,"San Andrés",28,125.571428571429
2020-08-28,"Santander",397,137.714285714286
2020-08-28,"Sucre",123,137.857142857143
2020-08-28,"Tolima",158,145.857142857143
2020-08-28,"Valle del Cauca",451,207.142857142857
2020-08-28,"Vaupés",31,199.857142857143
2020-08-28,"Vichada",8,170.857142857143
2020-08-29,"Amazonas",1,167
2020-08-29,"Antioquia",1065,262.428571428571
2020-08-29,"Arauca",17,247.285714285714
2020-08-29,"Atlántico",159,247.428571428571
2020-08-29,"Bogotá, D.C.",1349,375.714285714286
2020-08-29,"Bolívar",252,407.285714285714
2020-08-29,"Boyacá",69,416
2020-08-29,"Caldas",75,426.571428571429
2020-08-29,"Caquetá",40,280.142857142857
2020-08-29,"Casanare",31,282.142857142857
2020-08-29,"Cauca",110,275.142857142857
2020-08-29,"Cesar",141,102.571428571429
2020-08-29,"Chocó",5,67.2857142857143
2020-08-29,"Cundinamarca",333,105
2020-08-29,"Córdoba",76,105.142857142857
2020-08-29,"Guainía",29,103.571428571429
2020-08-29,"Guaviare",27,103
2020-08-29,"Huila",172,111.857142857143
2020-08-29,"La Guajira",84,103.714285714286
2020-08-29,"Magdalena",59,111.428571428571
2020-08-29,"Meta",190,91
2020-08-29,"Nariño",106,95.2857142857143
2020-08-29,"Norte de Santander",84,103.142857142857
2020-08-29,"Putumayo",21,102.285714285714
2020-08-29,"Quindio",51,85
2020-08-29,"Risaralda",155,95.1428571428571
2020-08-29,"San Andrés",17,89.1428571428571
2020-08-29,"Santander",445,125.571428571429
2020-08-29,"Sucre",132,129.285714285714
2020-08-29,"Tolima",147,138.285714285714
2020-08-29,"Valle del Cauca",374,188.714285714286
2020-08-29,"Vaupés",9,182.714285714286
2020-08-29,"Vichada",22,163.714285714286
2020-08-30,"Antioquia",1071,314.285714285714
2020-08-30,"Arauca",18,253.285714285714
2020-08-30,"Atlántico",41,240.285714285714
2020-08-30,"Bogotá, D.C.",1343,411.142857142857
2020-08-30,"Bolívar",40,363.428571428571
2020-08-30,"Boyacá",199,390.571428571429
2020-08-30,"Caldas",84,399.428571428571
2020-08-30,"Caquetá",77,257.428571428571
2020-08-30,"Casanare",43,261
2020-08-30,"Cauca",223,287
2020-08-30,"Cesar",281,135.285714285714
2020-08-30,"Chocó",3,130
2020-08-30,"Cundinamarca",282,141.857142857143
2020-08-30,"Córdoba",41,135.714285714286
2020-08-30,"Guainía",22,127.857142857143
2020-08-30,"Guaviare",7,122.714285714286
2020-08-30,"Huila",111,106.714285714286
2020-08-30,"La Guajira",45,73
2020-08-30,"Magdalena",52,80
2020-08-30,"Meta",180,65.4285714285714
2020-08-30,"Nariño",81,71.1428571428571
2020-08-30,"Norte de Santander",95,81.5714285714286
2020-08-30,"Putumayo",24,84
2020-08-30,"Quindio",67,77.7142857142857
2020-08-30,"Risaralda",86,83.5714285714286
2020-08-30,"San Andrés",18,78.7142857142857
2020-08-30,"Santander",438,115.571428571429
2020-08-30,"Sucre",26,107.714285714286
2020-08-30,"Tolima",95,107.714285714286
2020-08-30,"Valle del Cauca",444,167.714285714286
2020-08-30,"Vaupés",16,160.428571428571
2020-08-30,"Vichada",49,155.142857142857
2020-08-31,"Antioquia",1486,364.857142857143
2020-08-31,"Arauca",27,306.142857142857
2020-08-31,"Atlántico",130,321
2020-08-31,"Bogotá, D.C.",1574,532.285714285714
2020-08-31,"Bolívar",260,506
2020-08-31,"Boyacá",111,519.571428571429
2020-08-31,"Caldas",129,531
2020-08-31,"Caquetá",57,326.857142857143
2020-08-31,"Casanare",64,332.142857142857
2020-08-31,"Cauca",131,332.285714285714
2020-08-31,"Cesar",308,151.428571428571
2020-08-31,"Chocó",6,115.142857142857
2020-08-31,"Cundinamarca",411,158
2020-08-31,"Córdoba",97,153.428571428571
2020-08-31,"Guainía",88,157.857142857143
2020-08-31,"Guaviare",18,151.285714285714
2020-08-31,"Huila",245,167.571428571429
2020-08-31,"La Guajira",165,147.142857142857
2020-08-31,"Magdalena",122,163.714285714286
2020-08-31,"Meta",242,139.571428571429
2020-08-31,"Nariño",180,151.428571428571
2020-08-31,"Norte de Santander",150,160.285714285714
2020-08-31,"Putumayo",11,159.285714285714
2020-08-31,"Quindio",85,136.428571428571
2020-08-31,"Risaralda",136,132.285714285714
2020-08-31,"San Andrés",15,117
2020-08-31,"Santander",418,142.142857142857
2020-08-31,"Sucre",75,127.142857142857
2020-08-31,"Tolima",237,139.571428571429
2020-08-31,"Valle del Cauca",693,237
2020-08-31,"Vaupés",11,226.428571428571
2020-08-31,"Vichada",11,208.571428571429
2020-09-01,"Amazonas",1,206.571428571429
2020-09-01,"Antioquia",1294,331.714285714286
2020-09-01,"Arauca",46,327.571428571429
2020-09-01,"Atlántico",174,318.571428571429
2020-09-01,"Bogotá, D.C.",1836,481.857142857143
2020-09-01,"Bolívar",132,499.142857142857
2020-09-01,"Boyacá",157,520
2020-09-01,"Caldas",91,532.857142857143
2020-09-01,"Caquetá",57,356.142857142857
2020-09-01,"Casanare",36,354.714285714286
2020-09-01,"Cauca",124,347.571428571429
2020-09-01,"Cesar",357,136.285714285714
2020-09-01,"Chocó",7,118.428571428571
2020-09-01,"Cundinamarca",328,142.857142857143
2020-09-01,"Córdoba",186,156.428571428571
2020-09-01,"Guainía",32,152.857142857143
2020-09-01,"Guaviare",11,149.285714285714
2020-09-01,"Huila",324,177.857142857143
2020-09-01,"La Guajira",128,145.142857142857
2020-09-01,"Magdalena",182,170.142857142857
2020-09-01,"Meta",264,161
2020-09-01,"Nariño",204,163.571428571429
2020-09-01,"Norte de Santander",133,178
2020-09-01,"Putumayo",14,178.428571428571
2020-09-01,"Quindio",94,145.571428571429
2020-09-01,"Risaralda",264,165
2020-09-01,"San Andrés",23,142.285714285714
2020-09-01,"Santander",393,160.714285714286
2020-09-01,"Sucre",66,141
2020-09-01,"Tolima",317,167.285714285714
2020-09-01,"Valle del Cauca",602,251.285714285714
2020-09-01,"Vaupés",19,240.571428571429
2020-09-01,"Vichada",12,204.571428571429
2020-09-02,"Antioquia",1292,385.857142857143
2020-09-02,"Arauca",25,333.285714285714
2020-09-02,"Atlántico",130,342.428571428571
2020-09-02,"Bogotá, D.C.",1309,484.142857142857
2020-09-02,"Bolívar",80,409.571428571429
2020-09-02,"Boyacá",114,423.142857142857
2020-09-02,"Caldas",76,432.285714285714
2020-09-02,"Caquetá",46,254.285714285714
2020-09-02,"Casanare",30,255
2020-09-02,"Cauca",138,256.142857142857
2020-09-02,"Cesar",233,102.428571428571
2020-09-02,"Chocó",10,92.4285714285714
2020-09-02,"Cundinamarca",287,117.142857142857
2020-09-02,"Córdoba",127,124.428571428571
2020-09-02,"Guainía",7,118.857142857143
2020-09-02,"Guaviare",7,115.571428571429
2020-09-02,"Huila",200,124.428571428571
2020-09-02,"La Guajira",86,103.428571428571
2020-09-02,"Magdalena",104,116.857142857143
2020-09-02,"Meta",178,101.285714285714
2020-09-02,"Nariño",132,102
2020-09-02,"Norte de Santander",114,117.285714285714
2020-09-02,"Putumayo",20,119.142857142857
2020-09-02,"Quindio",81,102.142857142857
2020-09-02,"Risaralda",225,122
2020-09-02,"San Andrés",44,113.428571428571
2020-09-02,"Santander",328,134.857142857143
2020-09-02,"Sucre",55,123.857142857143
2020-09-02,"Tolima",160,130.428571428571
2020-09-02,"Valle del Cauca",568,208.714285714286
2020-09-02,"Vaupés",15,199.285714285714
2020-09-02,"Vichada",2,167.428571428571
2020-09-03,"Antioquia",1136,323.428571428571
2020-09-03,"Arauca",31,281
2020-09-03,"Atlántico",116,289.714285714286
2020-09-03,"Bogotá, D.C.",1202,438.571428571429
2020-09-03,"Bolívar",83,369.285714285714
2020-09-03,"Boyacá",116,383.714285714286
2020-09-03,"Caldas",107,398.714285714286
2020-09-03,"Caquetá",36,241.571428571429
2020-09-03,"Casanare",40,242.857142857143
2020-09-03,"Cauca",101,240.714285714286
2020-09-03,"Cesar",298,111.571428571429
2020-09-03,"Chocó",2,100
2020-09-03,"Cundinamarca",376,137.142857142857
2020-09-03,"Córdoba",89,134.571428571429
2020-09-03,"Guainía",22,132.571428571429
2020-09-03,"Guaviare",18,129.428571428571
2020-09-03,"Huila",219,146.285714285714
2020-09-03,"La Guajira",68,113.428571428571
2020-09-03,"Magdalena",123,130.714285714286
2020-09-03,"Meta",260,114.142857142857
2020-09-03,"Nariño",159,124.142857142857
2020-09-03,"Norte de Santander",118,137.857142857143
2020-09-03,"Putumayo",12,137
2020-09-03,"Quindio",50,112.857142857143
2020-09-03,"Risaralda",185,129.571428571429
2020-09-03,"San Andrés",24,115.428571428571
2020-09-03,"Santander",412,137.142857142857
2020-09-03,"Sucre",50,121.571428571429
2020-09-03,"Tolima",181,130.571428571429
2020-09-03,"Valle del Cauca",538,205.714285714286
2020-09-03,"Vaupés",12,200.285714285714
2020-09-03,"Vichada",1,174
2020-09-04,"Amazonas",1,170.714285714286
2020-09-04,"Antioquia",1298,297.285714285714
2020-09-04,"Arauca",16,292.428571428571
2020-09-04,"Atlántico",98,280.571428571429
2020-09-04,"Bogotá, D.C.",1187,373.285714285714
2020-09-04,"Bolívar",87,384
2020-09-04,"Boyacá",115,400.285714285714
2020-09-04,"Caldas",91,413.142857142857
2020-09-04,"Caquetá",66,237.142857142857
2020-09-04,"Casanare",33,239.571428571429
2020-09-04,"Cauca",80,237
2020-09-04,"Cesar",279,107.285714285714
2020-09-04,"Chocó",5,95.5714285714286
2020-09-04,"Cundinamarca",328,126
2020-09-04,"Córdoba",134,132.142857142857
2020-09-04,"Guainía",12,124.428571428571
2020-09-04,"Guaviare",18,122.285714285714
2020-09-04,"Huila",219,142.142857142857
2020-09-04,"La Guajira",93,115.571428571429
2020-09-04,"Magdalena",115,131.285714285714
2020-09-04,"Meta",271,123.142857142857
2020-09-04,"Nariño",112,120
2020-09-04,"Norte de Santander",105,133.285714285714
2020-09-04,"Putumayo",20,133.571428571429
2020-09-04,"Quindio",88,114.857142857143
2020-09-04,"Risaralda",247,136.857142857143
2020-09-04,"San Andrés",34,125.285714285714
2020-09-04,"Santander",349,136.428571428571
2020-09-04,"Sucre",53,128
2020-09-04,"Tolima",195,140.857142857143
2020-09-04,"Valle del Cauca",466,204.571428571429
2020-09-04,"Vaupés",29,196.142857142857
2020-09-04,"Vichada",1,161
2020-09-05,"Antioquia",1123,316.571428571429
2020-09-05,"Arauca",38,272.142857142857
2020-09-05,"Atlántico",88,277.142857142857
2020-09-05,"Bogotá, D.C.",1158,414.714285714286
2020-09-05,"Bolívar",55,356
2020-09-05,"Boyacá",88,364.428571428571
2020-09-05,"Caldas",69,374.142857142857
2020-09-05,"Caquetá",82,225.428571428571
2020-09-05,"Casanare",43,226.142857142857
2020-09-05,"Cauca",192,241
2020-09-05,"Cesar",190,102.714285714286
2020-09-05,"Chocó",14,96.8571428571429
2020-09-05,"Cundinamarca",228,116.857142857143
2020-09-05,"Córdoba",75,117.714285714286
2020-09-05,"Guainía",54,113.714285714286
2020-09-05,"Guaviare",13,109.428571428571
2020-09-05,"Huila",185,108.428571428571
2020-09-05,"La Guajira",146,102.142857142857
2020-09-05,"Magdalena",133,119.142857142857
2020-09-05,"Meta",252,122.571428571429
2020-09-05,"Nariño",132,130.714285714286
2020-09-05,"Norte de Santander",148,144.142857142857
2020-09-05,"Putumayo",29,146.428571428571
2020-09-05,"Quindio",96,133.714285714286
2020-09-05,"Risaralda",169,137
2020-09-05,"San Andrés",48,124.857142857143
2020-09-05,"Santander",467,155.571428571429
2020-09-05,"Sucre",33,141.428571428571
2020-09-05,"Tolima",134,139.428571428571
2020-09-05,"Valle del Cauca",438,197.857142857143
2020-09-05,"Vaupés",13,186
2020-09-05,"Vichada",15,164
2020-09-06,"Antioquia",1372,353.142857142857
2020-09-06,"Arauca",16,288.714285714286
2020-09-06,"Atlántico",70,294
2020-09-06,"Bogotá, D.C.",1019,420.428571428571
2020-09-06,"Bolívar",41,363.714285714286
2020-09-06,"Boyacá",79,373.142857142857
2020-09-06,"Caldas",57,379.142857142857
2020-09-06,"Caquetá",111,199
2020-09-06,"Casanare",30,201
2020-09-06,"Cauca",73,201.428571428571
2020-09-06,"Cesar",136,75.2857142857143
2020-09-06,"Chocó",10,70.8571428571429
2020-09-06,"Cundinamarca",250,95.2857142857143
2020-09-06,"Córdoba",93,100.428571428571
2020-09-06,"Guainía",28,88.5714285714286
2020-09-06,"Guaviare",17,86.7142857142857
2020-09-06,"Huila",187,103
2020-09-06,"La Guajira",85,95.7142857142857
2020-09-06,"Magdalena",66,103.714285714286
2020-09-06,"Meta",234,101.428571428571
2020-09-06,"Nariño",108,103.571428571429
2020-09-06,"Norte de Santander",134,118.714285714286
2020-09-06,"Putumayo",13,118.142857142857
2020-09-06,"Quindio",71,101.571428571429
2020-09-06,"Risaralda",126,107.428571428571
2020-09-06,"San Andrés",23,101.285714285714
2020-09-06,"Santander",310,112.142857142857
2020-09-06,"Sucre",73,107.142857142857
2020-09-06,"Tolima",114,104.285714285714
2020-09-06,"Valle del Cauca",502,174.142857142857
2020-09-06,"Vaupés",11,165.571428571429
2020-09-06,"Vichada",1,147.714285714286
2020-09-07,"Amazonas",1,144.571428571429
2020-09-07,"Antioquia",1505,315.285714285714
2020-09-07,"Arauca",32,309.428571428571
2020-09-07,"Atlántico",137,312.714285714286
2020-09-07,"Bogotá, D.C.",1277,423.428571428571
2020-09-07,"Bolívar",168,445.857142857143
2020-09-07,"Boyacá",118,462.571428571429
2020-09-07,"Caldas",111,478.285714285714
2020-09-07,"Caquetá",106,278.428571428571
2020-09-07,"Casanare",57,282
2020-09-07,"Cauca",144,283
2020-09-07,"Cesar",428,161.714285714286
2020-09-07,"Chocó",16,140
2020-09-07,"Cundinamarca",344,172.285714285714
2020-09-07,"Córdoba",269,194.857142857143
2020-09-07,"Guainía",10,181.142857142857
2020-09-07,"Guaviare",17,175.428571428571
2020-09-07,"Huila",259,191.857142857143
2020-09-07,"La Guajira",82,142.428571428571
2020-09-07,"Magdalena",79,151.428571428571
2020-09-07,"Meta",237,136.142857142857
2020-09-07,"Nariño",123,115.285714285714
2020-09-07,"Norte de Santander",129,132.285714285714
2020-09-07,"Putumayo",7,130.857142857143
2020-09-07,"Quindio",79,105.142857142857
2020-09-07,"Risaralda",219,124.714285714286
2020-09-07,"San Andrés",45,119.857142857143
2020-09-07,"Santander",506,158.285714285714
2020-09-07,"Sucre",90,153.571428571429
2020-09-07,"Tolima",189,162.142857142857
2020-09-07,"Valle del Cauca",531,237
2020-09-07,"Vaupés",22,228.857142857143
2020-09-07,"Vichada",7,198.571428571429
2020-09-08,"Antioquia",1417,394.571428571429
2020-09-08,"Arauca",39,327.857142857143
2020-09-08,"Atlántico",114,331.285714285714
2020-09-08,"Bogotá, D.C.",1249,482.714285714286
2020-09-08,"Bolívar",132,425.714285714286
2020-09-08,"Boyacá",117,439.285714285714
2020-09-08,"Caldas",101,452.714285714286
2020-09-08,"Caquetá",64,259.428571428571
2020-09-08,"Casanare",89,266.571428571429
2020-09-08,"Cauca",110,266
2020-09-08,"Cesar",407,145.714285714286
2020-09-08,"Chocó",9,128.142857142857
2020-09-08,"Cundinamarca",389,167
2020-09-08,"Córdoba",104,167.428571428571
2020-09-08,"Guainía",17,160.714285714286
2020-09-08,"Guaviare",12,149.714285714286
2020-09-08,"Huila",233,167.285714285714
2020-09-08,"La Guajira",112,125.142857142857
2020-09-08,"Magdalena",177,149.142857142857
2020-09-08,"Meta",184,119.857142857143
2020-09-08,"Nariño",124,122.714285714286
2020-09-08,"Norte de Santander",135,139.571428571429
2020-09-08,"Putumayo",27,141.714285714286
2020-09-08,"Quindio",84,120.428571428571
2020-09-08,"Risaralda",190,131.571428571429
2020-09-08,"San Andrés",29,110.428571428571
2020-09-08,"Santander",448,148.142857142857
2020-09-08,"Sucre",50,137.571428571429
2020-09-08,"Tolima",152,140
2020-09-08,"Valle del Cauca",566,217
2020-09-08,"Vaupés",16,207.285714285714
2020-09-08,"Vichada",3,180.571428571429
2020-09-09,"Amazonas",1,176.571428571429
2020-09-09,"Antioquia",1296,297.714285714286
2020-09-09,"Arauca",28,294.571428571429
2020-09-09,"Atlántico",132,291.714285714286
2020-09-09,"Bogotá, D.C.",1220,385.142857142857
2020-09-09,"Bolívar",105,397.857142857143
2020-09-09,"Boyacá",124,415.142857142857
2020-09-09,"Caldas",121,432.285714285714
2020-09-09,"Caquetá",105,262.142857142857
2020-09-09,"Casanare",32,262.714285714286
2020-09-09,"Cauca",131,262.571428571429
2020-09-09,"Cesar",389,143.857142857143
2020-09-09,"Chocó",9,130.142857142857
2020-09-09,"Cundinamarca",380,166.714285714286
2020-09-09,"Córdoba",101,163.857142857143
2020-09-09,"Guainía",31,153.285714285714
2020-09-09,"Guaviare",19,151.428571428571
2020-09-09,"Huila",332,180.142857142857
2020-09-09,"La Guajira",110,140.285714285714
2020-09-09,"Magdalena",79,150.285714285714
2020-09-09,"Meta",115,112.428571428571
2020-09-09,"Nariño",133,117
2020-09-09,"Norte de Santander",145,133.285714285714
2020-09-09,"Putumayo",18,133.142857142857
2020-09-09,"Quindio",82,97.4285714285714
2020-09-09,"Risaralda",166,105.428571428571
2020-09-09,"San Andrés",18,96.7142857142857
2020-09-09,"Santander",439,143
2020-09-09,"Sucre",77,135
2020-09-09,"Tolima",180,140
2020-09-09,"Valle del Cauca",653,230.714285714286
2020-09-09,"Vaupés",4,219.571428571429
2020-09-09,"Vichada",4,196.428571428571
2020-09-10,"Amazonas",1,194
2020-09-10,"Antioquia",1284,314.714285714286
2020-09-10,"Arauca",31,308.142857142857
2020-09-10,"Atlántico",118,299.285714285714
2020-09-10,"Bogotá, D.C.",1314,393.714285714286
2020-09-10,"Bolívar",114,409.428571428571
2020-09-10,"Boyacá",101,423.285714285714
2020-09-10,"Caldas",141,443.285714285714
2020-09-10,"Caquetá",81,271.428571428571
2020-09-10,"Casanare",25,270.571428571429
2020-09-10,"Cauca",115,270.142857142857
2020-09-10,"Cesar",291,124
2020-09-10,"Chocó",6,108.571428571429
2020-09-10,"Cundinamarca",381,148.571428571429
2020-09-10,"Córdoba",128,146.714285714286
2020-09-10,"Guainía",24,138.571428571429
2020-09-10,"Guaviare",24,138.428571428571
2020-09-10,"Huila",216,152.857142857143
2020-09-10,"La Guajira",98,125.285714285714
2020-09-10,"Magdalena",98,138.428571428571
2020-09-10,"Meta",226,116.285714285714
2020-09-10,"Nariño",131,116.714285714286
2020-09-10,"Norte de Santander",83,125.142857142857
2020-09-10,"Putumayo",18,124.285714285714
2020-09-10,"Quindio",100,107.714285714286
2020-09-10,"Risaralda",260,130.857142857143
2020-09-10,"San Andrés",28,120.857142857143
2020-09-10,"Santander",527,163.857142857143
2020-09-10,"Sucre",47,151.857142857143
2020-09-10,"Tolima",169,164.142857142857
2020-09-10,"Valle del Cauca",750,268.714285714286
2020-09-10,"Vaupés",19,257.142857142857
2020-09-10,"Vichada",17,222.428571428571
2020-09-11,"Antioquia",1085,373.428571428571
2020-09-11,"Arauca",23,301.428571428571
2020-09-11,"Atlántico",157,317.142857142857
2020-09-11,"Bogotá, D.C.",1044,442.142857142857
2020-09-11,"Bolívar",94,348.428571428571
2020-09-11,"Boyacá",108,361.142857142857
2020-09-11,"Caldas",116,375.285714285714
2020-09-11,"Caquetá",77,231.285714285714
2020-09-11,"Casanare",57,236.142857142857
2020-09-11,"Cauca",80,225.142857142857
2020-09-11,"Cesar",286,116.857142857143
2020-09-11,"Chocó",7,104.428571428571
2020-09-11,"Cundinamarca",288,130.142857142857
2020-09-11,"Córdoba",128,131.857142857143
2020-09-11,"Guainía",53,128.428571428571
2020-09-11,"Guaviare",15,122.428571428571
2020-09-11,"Huila",245,146
2020-09-11,"La Guajira",106,120.285714285714
2020-09-11,"Magdalena",81,130.857142857143
2020-09-11,"Meta",190,116.857142857143
2020-09-11,"Nariño",113,114.714285714286
2020-09-11,"Norte de Santander",137,126.714285714286
2020-09-11,"Putumayo",15,126.714285714286
2020-09-11,"Quindio",49,98.7142857142857
2020-09-11,"Risaralda",189,110.571428571429
2020-09-11,"San Andrés",30,103.285714285714
2020-09-11,"Santander",319,121.714285714286
2020-09-11,"Sucre",49,112.571428571429
2020-09-11,"Tolima",163,116.285714285714
2020-09-11,"Valle del Cauca",640,205.571428571429
2020-09-11,"Vaupés",21,201.571428571429
2020-09-11,"Vichada",19,177.285714285714
2020-09-12,"Amazonas",1,173.142857142857
2020-09-12,"Antioquia",770,237.571428571429
2020-09-12,"Arauca",41,236.428571428571
2020-09-12,"Atlántico",98,227.142857142857
2020-09-12,"Bogotá, D.C.",1044,284.857142857143
2020-09-12,"Bolívar",132,300.714285714286
2020-09-12,"Boyacá",142,318.285714285714
2020-09-12,"Caldas",114,334.428571428571
2020-09-12,"Caquetá",49,231.428571428571
2020-09-12,"Casanare",40,231.285714285714
2020-09-12,"Cauca",130,235.857142857143
2020-09-12,"Cesar",237,120.571428571429
2020-09-12,"Chocó",4,102.285714285714
2020-09-12,"Cundinamarca",254,118.285714285714
2020-09-12,"Córdoba",98,116
2020-09-12,"Guainía",37,114.285714285714
2020-09-12,"Guaviare",16,110.857142857143
2020-09-12,"Huila",244,127.142857142857
2020-09-12,"La Guajira",59,101.714285714286
2020-09-12,"Magdalena",59,109.571428571429
2020-09-12,"Meta",225,105.428571428571
2020-09-12,"Nariño",70,101.428571428571
2020-09-12,"Norte de Santander",89,108.857142857143
2020-09-12,"Putumayo",10,108
2020-09-12,"Quindio",121,90.4285714285714
2020-09-12,"Risaralda",136,101.428571428571
2020-09-12,"San Andrés",54,100.714285714286
2020-09-12,"Santander",312,113.142857142857
2020-09-12,"Sucre",46,109.714285714286
2020-09-12,"Tolima",181,122.857142857143
2020-09-12,"Valle del Cauca",447,185.285714285714
2020-09-12,"Vaupés",8,169.142857142857
2020-09-12,"Vichada",26,153.428571428571
2020-09-13,"Antioquia",922,277.428571428571
2020-09-13,"Arauca",19,235.571428571429
2020-09-13,"Atlántico",79,240.285714285714
2020-09-13,"Bogotá, D.C.",932,347.571428571429
2020-09-13,"Bolívar",56,291.714285714286
2020-09-13,"Boyacá",64,299.714285714286
2020-09-13,"Caldas",62,304.857142857143
