"Date","departamento_limp","cepa","valor_rep","valor_est","Departamento","codigo_dp"
2021-01-24,"bogota_d_c","Mu",0,0.00810574738594972,"Bogotá, D.C.","11"
2021-01-24,"bogota_d_c","Omicron",0,9.39805966321802e-14,"Bogotá, D.C.","11"
2021-01-24,"bogota_d_c","Otros",0.833333333333333,0.771030118987864,"Bogotá, D.C.","11"
2021-02-07,"bogota_d_c","Alpha",0,0.176316046558584,"Bogotá, D.C.","11"
2021-02-07,"bogota_d_c","Delta",0,2.47825175815316e-07,"Bogotá, D.C.","11"
2021-02-07,"bogota_d_c","Gamma",0,0.103153864605849,"Bogotá, D.C.","11"
2021-02-07,"bogota_d_c","Mu",0,0.023630517644195,"Bogotá, D.C.","11"
2021-02-07,"bogota_d_c","Omicron",0,2.9350976712081e-13,"Bogotá, D.C.","11"
2021-02-07,"bogota_d_c","Otros",1,0.696899323365902,"Bogotá, D.C.","11"
2021-02-28,"bogota_d_c","Alpha",0,0.189407424871905,"Bogotá, D.C.","11"
2021-02-28,"bogota_d_c","Delta",0,1.1284682437756e-06,"Bogotá, D.C.","11"
2021-02-28,"bogota_d_c","Gamma",0,0.129146803504321,"Bogotá, D.C.","11"
2021-02-28,"bogota_d_c","Mu",0.166666666666667,0.110923453289169,"Bogotá, D.C.","11"
2021-02-28,"bogota_d_c","Omicron",0,1.67448661053888e-12,"Bogotá, D.C.","11"
2021-02-28,"bogota_d_c","Otros",0.833333333333333,0.570521189864687,"Bogotá, D.C.","11"
2021-03-07,"bogota_d_c","Alpha",0.5,0.175963963502632,"Bogotá, D.C.","11"
2021-03-07,"bogota_d_c","Delta",0,1.85817716139109e-06,"Bogotá, D.C.","11"
2021-03-07,"bogota_d_c","Gamma",0,0.136181197818388,"Bogotá, D.C.","11"
2021-03-07,"bogota_d_c","Mu",0,0.173669316616462,"Bogotá, D.C.","11"
2021-03-07,"bogota_d_c","Omicron",0,2.97247430802803e-12,"Bogotá, D.C.","11"
2021-03-07,"bogota_d_c","Otros",0.5,0.514183663882384,"Bogotá, D.C.","11"
2021-03-14,"bogota_d_c","Alpha",0,0.1560058202531,"Bogotá, D.C.","11"
2021-03-14,"bogota_d_c","Delta",0,3.02216541716738e-06,"Bogotá, D.C.","11"
2021-03-14,"bogota_d_c","Gamma",0.0833333333333333,0.140639480487307,"Bogotá, D.C.","11"
2021-03-14,"bogota_d_c","Mu",0.166666666666667,0.254178834701377,"Bogotá, D.C.","11"
2021-03-14,"bogota_d_c","Omicron",0,5.21180498718828e-12,"Bogotá, D.C.","11"
2021-03-14,"bogota_d_c","Otros",0.75,0.449172842387587,"Bogotá, D.C.","11"
2021-03-21,"bogota_d_c","Alpha",0.117647058823529,0.133268599187476,"Bogotá, D.C.","11"
2021-03-21,"bogota_d_c","Delta",0,4.86755553023404e-06,"Bogotá, D.C.","11"
2021-03-21,"bogota_d_c","Gamma",0.235294117647059,0.142559839091123,"Bogotá, D.C.","11"
2021-03-21,"bogota_d_c","Mu",0.352941176470588,0.343394354717454,"Bogotá, D.C.","11"
2021-03-21,"bogota_d_c","Omicron",0,9.04940948979317e-12,"Bogotá, D.C.","11"
2021-03-21,"bogota_d_c","Otros",0.294117647058824,0.380772339439367,"Bogotá, D.C.","11"
2021-03-28,"bogota_d_c","Alpha",0.111111111111111,0.111479428945201,"Bogotá, D.C.","11"
2021-03-28,"bogota_d_c","Delta",0,7.84176584394963e-06,"Bogotá, D.C.","11"
2021-03-28,"bogota_d_c","Gamma",0.148148148148148,0.143211120566607,"Bogotá, D.C.","11"
2021-03-28,"bogota_d_c","Mu",0.148148148148148,0.429125884454209,"Bogotá, D.C.","11"
2021-03-28,"bogota_d_c","Omicron",0,1.57167728311688e-11,"Bogotá, D.C.","11"
2021-03-28,"bogota_d_c","Otros",0.592592592592593,0.316175724252422,"Bogotá, D.C.","11"
2021-04-04,"bogota_d_c","Alpha",0.0789473684210526,0.0927716818629725,"Bogotá, D.C.","11"
2021-04-04,"bogota_d_c","Delta",0,1.27741659465418e-05,"Bogotá, D.C.","11"
2021-04-04,"bogota_d_c","Gamma",0.223684210526316,0.144086814955979,"Bogotá, D.C.","11"
2021-04-04,"bogota_d_c","Mu",0.315789473684211,0.503120793436057,"Bogotá, D.C.","11"
2021-04-04,"bogota_d_c","Omicron",0,2.76009189640904e-11,"Bogotá, D.C.","11"
2021-04-04,"bogota_d_c","Otros",0.381578947368421,0.260007935551445,"Bogotá, D.C.","11"
2021-04-11,"bogota_d_c","Alpha",0.147058823529412,0.077504350485348,"Bogotá, D.C.","11"
2021-04-11,"bogota_d_c","Delta",0,2.11499338629015e-05,"Bogotá, D.C.","11"
2021-04-11,"bogota_d_c","Gamma",0.147058823529412,0.145912167114853,"Bogotá, D.C.","11"
2021-04-11,"bogota_d_c","Mu",0.544117647058823,0.563493415108526,"Bogotá, D.C.","11"
2021-04-11,"bogota_d_c","Omicron",0,4.9265586856001e-11,"Bogotá, D.C.","11"
2021-04-11,"bogota_d_c","Otros",0.161764705882353,0.213068917308144,"Bogotá, D.C.","11"
2021-04-18,"bogota_d_c","Alpha",0.0144927536231884,0.0651189509465257,"Bogotá, D.C.","11"
2021-04-18,"bogota_d_c","Delta",0,3.55493660820326e-05,"Bogotá, D.C.","11"
2021-04-18,"bogota_d_c","Gamma",0.231884057971014,0.148531230513474,"Bogotá, D.C.","11"
2021-04-18,"bogota_d_c","Mu",0.521739130434783,0.612234075734506,"Bogotá, D.C.","11"
2021-04-18,"bogota_d_c","Omicron",0,8.92716993417622e-11,"Bogotá, D.C.","11"
2021-04-18,"bogota_d_c","Otros",0.231884057971014,0.17408019335014,"Bogotá, D.C.","11"
2021-04-25,"bogota_d_c","Alpha",0,0.0549080142509414,"Bogotá, D.C.","11"
2021-04-25,"bogota_d_c","Delta",0,6.0395292937726e-05,"Bogotá, D.C.","11"
2021-04-25,"bogota_d_c","Gamma",0.210526315789474,0.151321000433885,"Bogotá, D.C.","11"
2021-04-25,"bogota_d_c","Mu",0.631578947368421,0.652228743588956,"Bogotá, D.C.","11"
2021-04-25,"bogota_d_c","Omicron",0,1.63507772386699e-10,"Bogotá, D.C.","11"
2021-04-25,"bogota_d_c","Otros",0.157894736842105,0.141481846269773,"Bogotá, D.C.","11"
2021-05-02,"bogota_d_c","Alpha",0,0.0463267886354773,"Bogotá, D.C.","11"
2021-05-02,"bogota_d_c","Delta",0,0.00010323112393811,"Bogotá, D.C.","11"
2021-05-02,"bogota_d_c","Gamma",0.368421052631579,0.153589898926646,"Bogotá, D.C.","11"
2021-05-02,"bogota_d_c","Mu",0.631578947368421,0.685857506656575,"Bogotá, D.C.","11"
2021-05-02,"bogota_d_c","Omicron",0,3.01307180969506e-10,"Bogotá, D.C.","11"
2021-05-02,"bogota_d_c","Otros",0,0.114122574356056,"Bogotá, D.C.","11"
2021-05-09,"bogota_d_c","Alpha",0,0.039021569759257,"Bogotá, D.C.","11"
2021-05-09,"bogota_d_c","Delta",0.0178571428571428,0.00017689196447135,"Bogotá, D.C.","11"
2021-05-09,"bogota_d_c","Gamma",0.196428571428571,0.154790859748629,"Bogotá, D.C.","11"
2021-05-09,"bogota_d_c","Mu",0.517857142857143,0.7147637407501,"Bogotá, D.C.","11"
2021-05-09,"bogota_d_c","Omicron",0,5.56656649865692e-10,"Bogotá, D.C.","11"
2021-05-09,"bogota_d_c","Otros",0.267857142857143,0.0912469372208858,"Bogotá, D.C.","11"
2021-05-16,"bogota_d_c","Alpha",0,0.0327703649584011,"Bogotá, D.C.","11"
2021-05-16,"bogota_d_c","Delta",0.032258064516129,0.00030317881942706,"Bogotá, D.C.","11"
2021-05-16,"bogota_d_c","Gamma",0.290322580645161,0.154588762658456,"Bogotá, D.C.","11"
2021-05-16,"bogota_d_c","Mu",0.451612903225806,0.740031279504438,"Bogotá, D.C.","11"
2021-05-16,"bogota_d_c","Omicron",0,1.02869574616332e-09,"Bogotá, D.C.","11"
2021-05-16,"bogota_d_c","Otros",0.225806451612903,0.0723064130305824,"Bogotá, D.C.","11"
2021-05-23,"bogota_d_c","Alpha",0.0384615384615385,0.0274238747950057,"Bogotá, D.C.","11"
2021-05-23,"bogota_d_c","Delta",0,0.00051905973739849,"Bogotá, D.C.","11"
2021-05-23,"bogota_d_c","Gamma",0.192307692307692,0.152849739568812,"Bogotá, D.C.","11"
2021-05-23,"bogota_d_c","Mu",0.653846153846154,0.76238622312488,"Bogotá, D.C.","11"
2021-05-23,"bogota_d_c","Omicron",0,1.89915984588039e-09,"Bogotá, D.C.","11"
2021-05-23,"bogota_d_c","Otros",0.115384615384615,0.0568211008747432,"Bogotá, D.C.","11"
2021-05-30,"bogota_d_c","Alpha",0,0.0228679376699187,"Bogotá, D.C.","11"
2021-05-30,"bogota_d_c","Delta",0,0.00088709857885176,"Bogotá, D.C.","11"
2021-05-30,"bogota_d_c","Gamma",0.238095238095238,0.149598051493828,"Bogotá, D.C.","11"
2021-05-30,"bogota_d_c","Mu",0.738095238095238,0.782322764177028,"Bogotá, D.C.","11"
2021-05-30,"bogota_d_c","Omicron",0,3.50066968746449e-09,"Bogotá, D.C.","11"
2021-05-30,"bogota_d_c","Otros",0.0238095238095238,0.0443241445797035,"Bogotá, D.C.","11"
2021-06-06,"bogota_d_c","Alpha",0,0.0190046577332452,"Bogotá, D.C.","11"
2021-06-06,"bogota_d_c","Delta",0,0.00151289736851686,"Bogotá, D.C.","11"
2021-06-06,"bogota_d_c","Gamma",0.117647058823529,0.144965646322271,"Bogotá, D.C.","11"
2021-06-06,"bogota_d_c","Mu",0.852941176470588,0.800158664682427,"Bogotá, D.C.","11"
2021-06-06,"bogota_d_c","Omicron",0,6.44103456829444e-09,"Bogotá, D.C.","11"
2021-06-06,"bogota_d_c","Otros",0.0294117647058823,0.0343581274525056,"Bogotá, D.C.","11"
2021-06-13,"bogota_d_c","Alpha",0,0.0157448952667754,"Bogotá, D.C.","11"
2021-06-13,"bogota_d_c","Delta",0,0.00257401464530796,"Bogotá, D.C.","11"
2021-06-13,"bogota_d_c","Gamma",0.142857142857143,0.139146339105319,"Bogotá, D.C.","11"
2021-06-13,"bogota_d_c","Mu",0.80952380952381,0.816043905815787,"Bogotá, D.C.","11"
2021-06-13,"bogota_d_c","Omicron",0,1.18288904034003e-08,"Bogotá, D.C.","11"
2021-06-13,"bogota_d_c","Otros",0.0476190476190476,0.0264908333379197,"Bogotá, D.C.","11"
2021-06-20,"bogota_d_c","Alpha",0,0.0130062762790264,"Bogotá, D.C.","11"
2021-06-20,"bogota_d_c","Delta",0,0.00436722464437828,"Bogotá, D.C.","11"
2021-06-20,"bogota_d_c","Gamma",0.228571428571429,0.132358804186701,"Bogotá, D.C.","11"
2021-06-20,"bogota_d_c","Mu",0.742857142857143,0.82993620548474,"Bogotá, D.C.","11"
2021-06-20,"bogota_d_c","Omicron",0,2.16816241730008e-08,"Bogotá, D.C.","11"
2021-06-20,"bogota_d_c","Otros",0.0285714285714286,0.0203314677235308,"Bogotá, D.C.","11"
2021-06-27,"bogota_d_c","Alpha",0,0.0107132543130147,"Bogotá, D.C.","11"
2021-06-27,"bogota_d_c","Delta",0.0135135135135135,0.00738387876877657,"Bogotá, D.C.","11"
2021-06-27,"bogota_d_c","Gamma",0.135135135135135,0.124818501891129,"Bogotá, D.C.","11"
2021-06-27,"bogota_d_c","Mu",0.810810810810811,0.841544031846982,"Bogotá, D.C.","11"
2021-06-27,"bogota_d_c","Omicron",0,3.9658259481462e-08,"Bogotá, D.C.","11"
2021-06-27,"bogota_d_c","Otros",0.0405405405405405,0.0155402935218382,"Bogotá, D.C.","11"
2021-07-04,"bogota_d_c","Alpha",0,0.00879756417261764,"Bogotá, D.C.","11"
2021-07-04,"bogota_d_c","Delta",0.0175438596491228,0.01242497591817,"Bogotá, D.C.","11"
2021-07-04,"bogota_d_c","Gamma",0.0789473684210526,0.116717145399693,"Bogotá, D.C.","11"
2021-07-04,"bogota_d_c","Mu",0.903508771929825,0.850229054710206,"Bogotá, D.C.","11"
2021-07-04,"bogota_d_c","Omicron",0,7.23632838788724e-08,"Bogotá, D.C.","11"
