"departamento","grupo_edad","poblacionxedad"
"san_andres",52,890
"san_andres",53,903
"san_andres",54,910
"san_andres",55,906
"san_andres",56,900
"san_andres",57,888
"san_andres",58,864
"san_andres",59,810
"san_andres",60,746
"san_andres",61,681
"san_andres",62,613
"san_andres",63,553
"san_andres",64,508
"san_andres",65,472
"san_andres",66,433
"san_andres",67,396
"san_andres",68,365
"san_andres",69,331
"san_andres",70,303
"san_andres",71,276
"san_andres",72,249
"san_andres",73,224
"san_andres",74,205
"san_andres",75,189
"san_andres",76,169
"san_andres",77,152
"san_andres",78,135
"san_andres",79,122
"san_andres",80,107
"san_andres",81,93
"san_andres",82,83
"san_andres",83,72
"san_andres",84,62
"san_andres",85,375
"santander",0,32160
"santander",1,32401
"santander",2,32485
"santander",3,32595
"santander",4,32690
"santander",5,32798
"santander",6,32911
"santander",7,33049
"santander",8,33182
"santander",9,33366
"santander",10,33539
"santander",11,33748
"santander",12,34013
"santander",13,34302
"santander",14,34614
"santander",15,34951
"santander",16,35325
"santander",17,35709
"santander",18,36199
"santander",19,36829
"santander",20,37439
"santander",21,37952
"santander",22,38417
"santander",23,38535
"santander",24,38281
"santander",25,37771
"santander",26,37178
"santander",27,36511
"santander",28,35832
"santander",29,35259
"santander",30,34746
"santander",31,34288
"santander",32,33894
"santander",33,33569
"santander",34,33247
"santander",35,32955
"santander",36,32639
"santander",37,32240
"santander",38,31751
"santander",39,31168
"santander",40,30514
"santander",41,29782
"santander",42,29121
"santander",43,28536
"santander",44,28122
"santander",45,27869
"santander",46,27771
"santander",47,27835
"santander",48,27873
"santander",49,27832
"santander",50,27709
"santander",51,27533
"santander",52,27252
"santander",53,26834
"santander",54,26303
"santander",55,25649
"santander",56,24862
"santander",57,23976
"santander",58,23049
"santander",59,22142
"santander",60,21240
"santander",61,20302
"santander",62,19369
"santander",63,18437
"santander",64,17554
"santander",65,16681
"santander",66,15842
"santander",67,15016
"santander",68,14243
"santander",69,13458
"santander",70,12668
"santander",71,11907
"santander",72,11170
"santander",73,10423
"santander",74,9686
"santander",75,8981
"santander",76,8265
"santander",77,7612
"santander",78,6952
"santander",79,6369
"santander",80,5803
"santander",81,5293
"santander",82,4799
"santander",83,4349
"santander",84,3942
"santander",85,26124
"sucre",0,16035
"sucre",1,16290
"sucre",2,16375
"sucre",3,16429
"sucre",4,16502
"sucre",5,16560
"sucre",6,16628
"sucre",7,16699
"sucre",8,16765
"sucre",9,16828
"sucre",10,16905
"sucre",11,16983
"sucre",12,17068
"sucre",13,17143
"sucre",14,17218
"sucre",15,17277
"sucre",16,17337
"sucre",17,17356
"sucre",18,17235
"sucre",19,16924
"sucre",20,16495
"sucre",21,16058
"sucre",22,15557
"sucre",23,15160
"sucre",24,14960
"sucre",25,14861
"sucre",26,14690
"sucre",27,14520
"sucre",28,14307
"sucre",29,13971
"sucre",30,13608
"sucre",31,13288
"sucre",32,13014
"sucre",33,12807
"sucre",34,12617
"sucre",35,12480
"sucre",36,12340
"sucre",37,12165
"sucre",38,11977
"sucre",39,11757
"sucre",40,11516
"sucre",41,11253
"sucre",42,11008
"sucre",43,10812
"sucre",44,10656
"sucre",45,10564
"sucre",46,10527
"sucre",47,10554
"sucre",48,10536
"sucre",49,10464
"sucre",50,10320
"sucre",51,10159
"sucre",52,9961
"sucre",53,9729
"sucre",54,9501
"sucre",55,9229
"sucre",56,8932
"sucre",57,8578
"sucre",58,8237
"sucre",59,7886
"sucre",60,7518
"sucre",61,7178
"sucre",62,6807
"sucre",63,6497
"sucre",64,6232
"sucre",65,6018
"sucre",66,5811
"sucre",67,5631
"sucre",68,5396
"sucre",69,5102
"sucre",70,4755
"sucre",71,4403
"sucre",72,4089
"sucre",73,3770
"sucre",74,3497
"sucre",75,3254
"sucre",76,3003
"sucre",77,2761
"sucre",78,2532
"sucre",79,2332
"sucre",80,2117
"sucre",81,1938
"sucre",82,1769
"sucre",83,1600
"sucre",84,1460
"sucre",85,9903
"tolima",0,17635
"tolima",1,18114
"tolima",2,18403
"tolima",3,18690
"tolima",4,18971
"tolima",5,19243
"tolima",6,19527
"tolima",7,19820
"tolima",8,20104
"tolima",9,20417
"tolima",10,20724
"tolima",11,21052
"tolima",12,21399
"tolima",13,21753
"tolima",14,22093
"tolima",15,22439
"tolima",16,22776
"tolima",17,23059
"tolima",18,23088
"tolima",19,22780
"tolima",20,22236
"tolima",21,21687
"tolima",22,21054
"tolima",23,20511
"tolima",24,20148
"tolima",25,19927
"tolima",26,19614
"tolima",27,19290
"tolima",28,18958
"tolima",29,18565
"tolima",30,18178
"tolima",31,17861
"tolima",32,17604
"tolima",33,17438
"tolima",34,17396
"tolima",35,17431
"tolima",36,17482
"tolima",37,17463
"tolima",38,17391
"tolima",39,17179
"tolima",40,16893
"tolima",41,16582
"tolima",42,16321
"tolima",43,16101
"tolima",44,15979
"tolima",45,15923
"tolima",46,15978
"tolima",47,16102
"tolima",48,16225
"tolima",49,16380
"tolima",50,16480
"tolima",51,16576
"tolima",52,16572
"tolima",53,16508
"tolima",54,16367
"tolima",55,16133
"tolima",56,15819
"tolima",57,15434
"tolima",58,15013
"tolima",59,14578
"tolima",60,14132
"tolima",61,13654
"tolima",62,13153
"tolima",63,12665
"tolima",64,12153
"tolima",65,11622
"tolima",66,11112
"tolima",67,10601
"tolima",68,10099
"tolima",69,9610
"tolima",70,9108
"tolima",71,8607
"tolima",72,8121
"tolima",73,7612
"tolima",74,7080
"tolima",75,6561
"tolima",76,6047
"tolima",77,5550
"tolima",78,5087
"tolima",79,4646
"tolima",80,4247
"tolima",81,3855
"tolima",82,3509
"tolima",83,3179
"tolima",84,2871
"tolima",85,18968
"valle",0,67527
"valle",1,68207
"valle",2,68519
"valle",3,68758
"valle",4,68998
"valle",5,69270
"valle",6,69541
"valle",7,69818
"valle",8,70137
"valle",9,70469
"valle",10,70850
"valle",11,71255
"valle",12,71688
"valle",13,72141
"valle",14,72581
"valle",15,73033
"valle",16,73460
"valle",17,73820
"valle",18,74027
"valle",19,73953
"valle",20,73643
"valle",21,73183
"valle",22,72455
"valle",23,71808
"valle",24,71325
"valle",25,70895
"valle",26,70201
"valle",27,69296
"valle",28,68160
"valle",29,66819
"valle",30,65405
"valle",31,64057
"valle",32,62874
"valle",33,62036
"valle",34,61695
"valle",35,61655
"valle",36,61570
"valle",37,61323
"valle",38,60708
"valle",39,59663
"valle",40,58320
"valle",41,56883
"valle",42,55573
"valle",43,54530
"valle",44,53878
"valle",45,53549
"valle",46,53545
"valle",47,53779
"valle",48,54117
"valle",49,54403
"valle",50,54644
"valle",51,54754
"valle",52,54688
"valle",53,54320
"valle",54,53637
"valle",55,52692
"valle",56,51440
"valle",57,49925
"valle",58,48410
"valle",59,46945
"valle",60,45506
"valle",61,43958
"valle",62,42424
"valle",63,40730
"valle",64,38814
"valle",65,36805
"valle",66,34818
"valle",67,32870
"valle",68,31011
"valle",69,29290
"valle",70,27674
"valle",71,26081
"valle",72,24487
"valle",73,22886
"valle",74,21256
"valle",75,19637
"valle",76,18060
"valle",77,16551
"valle",78,15116
"valle",79,13799
"valle",80,12550
"valle",81,11414
"valle",82,10328
"valle",83,9350
"valle",84,8417
"valle",85,56081
"vaupes",0,1247
"vaupes",1,1231
"vaupes",2,1253
"vaupes",3,1272
"vaupes",4,1291
"vaupes",5,1308
"vaupes",6,1322
"vaupes",7,1335
"vaupes",8,1340
"vaupes",9,1346
"vaupes",10,1334
"vaupes",11,1342
"vaupes",12,1323
"vaupes",13,1306
"vaupes",14,1280
"vaupes",15,1242
"vaupes",16,1197
"vaupes",17,1133
"vaupes",18,1065
"vaupes",19,976
"vaupes",20,877
"vaupes",21,783
"vaupes",22,684
"vaupes",23,602
"vaupes",24,559
"vaupes",25,532
"vaupes",26,512
"vaupes",27,486
"vaupes",28,464
"vaupes",29,448
"vaupes",30,432
"vaupes",31,422
"vaupes",32,418
"vaupes",33,408
"vaupes",34,394
"vaupes",35,379
"vaupes",36,362
"vaupes",37,347
"vaupes",38,338
"vaupes",39,329
"vaupes",40,327
"vaupes",41,320
"vaupes",42,310
"vaupes",43,306
"vaupes",44,298
"vaupes",45,288
"vaupes",46,290
"vaupes",47,285
"vaupes",48,280
"vaupes",49,271
"vaupes",50,257
"vaupes",51,254
"vaupes",52,237
"vaupes",53,225
"vaupes",54,230
"vaupes",55,225
"vaupes",56,226
"vaupes",57,226
"vaupes",58,219
"vaupes",59,208
"vaupes",60,191
"vaupes",61,182
"vaupes",62,169
"vaupes",63,154
"vaupes",64,145
"vaupes",65,140
"vaupes",66,129
"vaupes",67,132
"vaupes",68,119
"vaupes",69,110
"vaupes",70,95
"vaupes",71,85
"vaupes",72,71
"vaupes",73,66
"vaupes",74,57
"vaupes",75,54
"vaupes",76,53
"vaupes",77,51
"vaupes",78,50
"vaupes",79,46
"vaupes",80,42
"vaupes",81,40
"vaupes",82,36
"vaupes",83,35
"vaupes",84,30
"vaupes",85,238
"vichada",0,2799
"vichada",1,2766
"vichada",2,2793
"vichada",3,2809
"vichada",4,2822
"vichada",5,2835
"vichada",6,2841
"vichada",7,2843
"vichada",8,2838
"vichada",9,2834
"vichada",10,2818
"vichada",11,2797
"vichada",12,2767
"vichada",13,2731
"vichada",14,2684
"vichada",15,2633
"vichada",16,2577
"vichada",17,2512
"vichada",18,2435
"vichada",19,2360
"vichada",20,2271
"vichada",21,2178
"vichada",22,2085
"vichada",23,1996
"vichada",24,1917
"vichada",25,1839
"vichada",26,1766
"vichada",27,1699
"vichada",28,1629
"vichada",29,1575
"vichada",30,1523
"vichada",31,1486
"vichada",32,1450
"vichada",33,1419
"vichada",34,1387
"vichada",35,1340
"vichada",36,1309
"vichada",37,1262
"vichada",38,1231
"vichada",39,1201
"vichada",40,1174
"vichada",41,1146
"vichada",42,1119
"vichada",43,1093
"vichada",44,1044
"vichada",45,992
"vichada",46,952
"vichada",47,913
"vichada",48,886
"vichada",49,855
"vichada",50,834
"vichada",51,818
"vichada",52,788
"vichada",53,765
"vichada",54,739
"vichada",55,709
"vichada",56,685
"vichada",57,647
"vichada",58,617
"vichada",59,579
"vichada",60,543
"vichada",61,506
"vichada",62,464
"vichada",63,430
"vichada",64,399
"vichada",65,373
"vichada",66,356
"vichada",67,325
"vichada",68,308
"vichada",69,281
"vichada",70,246
"vichada",71,226
"vichada",72,195
"vichada",73,174
"vichada",74,157
"vichada",75,141
"vichada",76,132
"vichada",77,116
"vichada",78,104
"vichada",79,94
"vichada",80,81
"vichada",81,74
"vichada",82,63
"vichada",83,53
"vichada",84,51
"vichada",85,295
